sub_title,date,Newspaper,Body Text,title
Hezbollah say it detonated ‘ explosive device ’ targeting soldier who crossed the border into Lebanon .,15 Apr 2024,al-j,"several israeli soldier have been wounded in a blast in lebanon near the israeli border , according to the israeli military and the lebanese armed group hezbollah , which claimed responsibility for the attack .",several israeli soldier wounded in lebanon attack claimed by hezbollah
Israeli military say it force are continuing their siege of al-Shifa Hospital where they have claimed to have killed a number of fighter .,27 Mar 2024,al-j,"here ’ s how thing stand on wednesday , march 27 , 2024 :","israel ’ s war on gaza : list of key event , day 173"
"US Secretary of State Blinken , on a visit to Tel Aviv , say there should be ‘ no delay , no excuse ’ in reaching a ceasefire deal , claiming the only reason it may not happen ‘ is because of Hamas ’ .",1 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : first time aid enters gaza via beit hanoon
"History set to be repeated a the US prepares to wield veto , insisting Palestine must negotiate statehood with Israel first .",9 Apr 2024,al-j,the un security council on monday asked it membership committee to review the palestinian authority ’ s application to be made a full member state of the united nation . the pa is currently a non-member observer state like the vatican .,"a palestine applies for full un membership , what ’ s in the way ?"
Polish Prime Minister Donald Tusk say attack on World Central Kitchen convoy and Netanyahu ’ s reaction caused ‘ understandable anger ’ .,3 Apr 2024,al-j,"there is growing outrage around the world after israeli air strike killed seven aid worker from the world central kitchen ( wck ) charity , a the country face increased scrutiny over it conduct in the war on gaza .",outrage grows over israel ’ s deadly attack on gaza aid convoy
The word of the Jewish lawyer who coined the term ‘ genocide ’ still hold lesson for u today .,19 Apr 2024,al-j,history illustrated is a weekly series of insightful perspective that put news event and current affair into historical context using graphic generated with artificial intelligence .,"gaza , genocide and the world ’ s most heinous crime"
Israeli official cite prime minister a saying daily pause is ‘ unacceptable ’ a army continues attacking Gaza .,16 Jun 2024,al-j,israeli prime minister benjamin netanyahu is opposed to plan announced by the military to hold daily tactical pause in fighting along one of the main road into the besieged and bombarded gaza strip to facilitate aid delivery into the palestinian enclave .,netanyahu opposed to israeli military ‘ tactical pause ’ for gaza aid
"Israeli force have launched a new offensive in northern Gaza , month after saying Hamas had been ‘ dismantled ’ there . Residential area sheltering displaced Palestinians have been flattened and tank have entered the Jabalia refugee camp , a Gaza ’ s death toll cross 35,000 people .",12 May 2024,al-j,,"israel pound northern gaza , month after declaring hamas dismantled"
Qatar say mediation effort are being hampered by Israel ’ s offensive on Gaza ’ s southern city .,14 May 2024,al-j,"israel ’ s military operation in gaza ’ s southern city of rafah ha set ceasefire negotiation with hamas “ backward ” , mediator qatar ha said , adding that the talk have lost steam .",gaza ceasefire deadlocked a israel ’ s rafah attack set talk ‘ backward ’
Staff warned that language in the national broadcaster ’ s coverage ‘ favoured the Israeli narrative over objective reporting ’ .,26 Mar 2024,al-j,"staff at australia ’ s national broadcaster warned that it coverage of the war in gaza relied too much on israeli source and used language that “ favoured the israeli narrative over objective reporting ” , internal communication reveal , shedding new light on bias claim that convulsed the outlet .",abc australia staff ’ s concern over pro-israel bias revealed
Dozens at the University of Leeds step up protest a Zecharia Deutsch continues his role a campus chaplain .,8 Mar 2024,al-j,student at a university in northern england are staging a sit-in to call for the suspension of a jewish chaplain who ha served in the israeli army during the war on gaza .,uk student call on university to suspend rabbi who served in israeli army
Palestinians have been recovering body and remains of people killed at Gaza ’ s al-Shifa Hospital after a two-week assault by Israeli force .,9 Apr 2024,al-j,,body recovered from gaza ’ s al-shifa hospital after two-week israeli raid
The Israeli attack intensify a US President Biden ’ s truce proposal receives positive response from Hamas but Netanyahu set condition .,1 Jun 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : ‘ over 1 million ’ flee rafah a israel attack
Amos Hochstein is also set to visit Lebanon amid growing fear of an all-out war between Hezbollah and Israel .,17 Jun 2024,al-j,a senior united state diplomat ha met israeli leader and will later visit lebanon a part of a push by washington to defuse tension between israel and hezbollah .,u envoy meet with israeli leader a tension with hezbollah escalate
"The police response to Spain ’ s campus protest ha been relatively muted while more than 2,000 academic stand by their university student .",8 May 2024,al-j,"madrid , spain – huge palestinian flag are hanging on campus across spain a thousand of student protest against israel ’ s war in gaza .",support from lecturer and no arrest a spanish student protest for gaza
The move come a the Palestinian Authority face pressure to reform from the US amid Israel ’ s war on Gaza .,14 Mar 2024,al-j,palestinian president mahmoud abbas ha appointed his longtime economic adviser mohammed mustafa to be the next prime minister in the face of u pressure to reform the palestinian authority a part of washington ’ s post-war vision for gaza .,palestinian president abbas appoints mohammed mustafa a prime minister
Experts say Western ally are risking sanction from the ICJ if they continue to ship arm to Israel .,3 Apr 2024,al-j,"an attack on a humanitarian convoy , killing several foreign aid worker . the destruction of a hospital with hundred killed inside . an air raid on a consulate in a foreign country .",western ally face genocide complicity if support for israel continues
South Africa seek new emergency measure over Israel ’ s latest offensive against the southern city in Gaza .,10 May 2024,al-j,"south africa ha asked the international court of justice ( icj ) to order israel to withdraw from rafah a part of additional emergency measure over the war in gaza , the united nation ’ s top court said .",south africa asks icj to order israel to withdraw from gaza ’ s rafah
Qatar ’ s prime minister say there ha been ‘ abuse and harm ’ done related to Doha ’ s mediation effort .,17 Apr 2024,al-j,"qatar ’ s prime minister ha said doha is re-evaluating it role a a mediator in negotiation aimed at bringing about a ceasefire in gaza and the release of israeli captive , adding that some party have used the mediation for “ narrow political interest ” .",qatar ‘ re-evaluating ’ role a mediator in israel-gaza truce talk
"Palestinian family have begun leaving eastern Rafah after the Israeli military ordered it evacuation , saying it will use ‘ extreme force ’ there . World leader have repeatedly warned against a military offensive where more than 1.5 million displaced people are sheltering .",6 May 2024,al-j,,israel order rafah evacuation after night of intense bombardment
"Mahmoud Darwish ’ s poem are ever relevant to the condition of Palestinians , particularly now in Gaza .",13 Mar 2024,al-j,"the beauty of gaza is that our voice do not reach it . nothing distracts it ; nothing take it fist from the enemy ’ s face . gaza is devoted to rejection … hunger and rejection , thirst and rejection , displacement and rejection , torture and rejection , siege and rejection , death and rejection … ”","‘ the war will end ’ : remembering mahmoud darwish , palestine ’ s poetic voice"
"Discover how Israeli military tactic shape US ‘ cop city ’ , affecting civil liberty and racial justice for marginalised community .",18 Jun 2024,al-j,"critic of the increasing integration of israeli military technology and tactic into united state “ cop city ” say the exchange lead to a more militarised approach to urban policing . activist and organiser say this shift impact civil liberty and perpetuates systemic racism against marginalised u community . they say police exchange programme promote aggressive method from conflict zone , while simultaneously diverting fund from essential social service .",how the u is using israeli military tactic on marginalised community
Police crack down on demonstration at UT Austin and USC a student at Harvard and Brown set up encampment in protest against Israel ’ s war on Gaza .,25 Apr 2024,al-j,"student protester in the united state have vowed to continue demonstration against israel ’ s war on gaza , despite the arrest of dozen of protester at the university of texas at austin ( ut austin ) , the university of southern california ( usc ) , georgia ’ s emory university and boston ’ s emerson college .","student vow to continue gaza protest after california , texas arrest"
Raji Sourani left the strip with his family a the war raged . He then joined colleague in Sicily to try to take Israel to the ICJ .,8 Apr 2024,al-j,"messina , italy – pile of court document in english and arabic filled the desk and covered the floor of triestino mariniello ’ s home office for much of march in messina , a city in southern italy overlooking mediterranean water on one side and the smoking etna volcano on the other .","in italy , a palestinian lawyer who fled gaza build israel genocide case"
Human Rights Watch say aid worker ’ convoy and facility have been targeted at least eight time since last October .,14 May 2024,al-j,"israeli force have attacked humanitarian aid convoy and building in the gaza strip at least eight time since october despite being given coordinate to ensure their protection , human right watch ( hrw ) ha said in a new report .",israeli force attacked ‘ known aid worker location ’ in gaza : right group
Dentistry student Tasneem Ahel made a dangerous journey to flee north Gaza in the hope of making it overseas to complete her education . Israel ’ s war ha destroyed all Gaza ’ s university and left thousand of student with no access to education .,9 Apr 2024,al-j,,israel ’ s war is depriving gaza ’ s student of an education
"US presidential candidate say October 7 Hamas attack wa brutal , but Israel is now losing international support .",26 Mar 2024,al-j,"donald trump , the former u president and republican candidate in november ’ s election in the united state , ha warned israel it is losing international support and should “ finish up ” it war in gaza .",donald trump say time for israel to ‘ finish up ’ gaza war
"From air strike to field execution , Fault Lines investigates the killing of civilian by the Israeli military in Gaza and the role of the United States in the war .",21 Jun 2024,al-j,"a israel ’ s bombing campaign continues in gaza and the humanitarian crisis deepens to catastrophic level , the biden administration ha not wavered in it support for israel .",‘ the night won ’ t end ’ : biden ’ s war on gaza
Turkey say the ban will stay in place until Israel agrees to a permanent ceasefire in Gaza .,4 May 2024,al-j,"for year , israel and turkey have been crucial trade partner .",how effective is turkey ’ s ban on trade with israel ?
First payment of $ 20m to be disbursed after Sweden get assurance of the UNRWA ’ s check on spending and personnel .,9 Mar 2024,al-j,sweden ha said it is resuming aid to the cash-strapped united nation agency for palestinian with an initial disbursement of $ 20m after receiving assurance of extra check on it spending and personnel .,sweden resume aid to unrwa a israel step up gaza attack
"76 year on from the Nakba , Palestinians continue to demand their right of return after they were expelled from their home during the creation of the Israeli state in 1948 . Al Jazeera ’ s Nada Qaddourah break down the situation and look at the parallel with Israel ’ s current war on Gaza .",15 May 2024,al-j,,nakba remembered : what is the right of return ?
US president insists Israel and Hamas can not be compared after ICC seek warrant over alleged Israeli war crime .,21 May 2024,al-j,united state president joe biden ha defended israel against war crime charge in the world ’ s top court .,‘ no equivalence ’ : biden defends israel after icc request arrest warrant
The UN agency say surviving child do not ‘ even have the energy to cry ’ a famine loom in the besieged enclave being bombarded for month .,17 Mar 2024,al-j,"israel ha killed more than 13,000 child in gaza since october 7 while others are suffering from severe malnutrition and do not “ even have the energy to cry ” , say the united nation child ’ s fund ( unicef ) .","over 13,000 child killed in gaza , others severely malnourished : unicef"
MV Andromeda Star suffers damage and MQ-9 Reaper drone shot down in latest escalation by the Houthis .,27 Apr 2024,al-j,yemen ’ s houthis have damaged an oil tanker and downed another mq-9 reaper drone of the united state a they promise more attack in opposition to israel ’ s war on gaza .,"yemen ’ s houthis damage oil tanker , shoot down u drone"
"The Israeli army bombed a displacement camp in south Gaza , the Gaza Civil Defence said , killing and wounding dozen .",26 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : ‘ more than 30 ’ killed in rafah strike
At least 32 Palestinians killed in 24 hour a Gaza medic scour mass grave site inside Khan Younis ’ s Nasser Hospital with 310 body discovered so far .,23 Apr 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel ’ s war on gaza update : unrwa in ‘ unprecedented crisis ’ , say chief"
The UN say a quarter of the people in Gaza are ‘ one step away ’ from famine . Some child may never recover .,7 Mar 2024,al-j,,the take : gaza ’ s starvation loom over biden ’ s state of the union address
"Western outlet ignoring the unprecedented legal campaign against Israel , and it ally risk appearing complicit .",23 Apr 2024,al-j,"in a fast-expanding global battleground , enablers and opponent of israel ’ s genocidal assault on gaza are facing off in an unusual landscape : courtroom . over the past six month , lawyer , activist , organisation and state who believe that international law and convention that prohibit genocide actually mean something and must be implemented have submitted an unprecedented number of lawsuit and motion to national and international court .",watching the watchdog : the medium downplays a big legal story at it peril
Prime minister and official say Israel will continue fight even a US increase pressure over Rafah assault .,9 May 2024,al-j,"israeli official have struck a defiant tone after u president joe biden warned that the united state would not provide weapon for a full-scale ground assault on the southern gaza city of rafah , where hundred of thousand of displaced palestinian are hemmed in with no safe way to leave .",‘ fight with our fingernail ’ : israel ’ s netanyahu defies u weapon warning
Failure to launch an investigation into genocide in Gaza and issue arrest warrant can have a devastating impact on the International Criminal Court .,21 Apr 2024,al-j,"over the past few month , the international criminal court ( icc ) under the leadership of prosecutor karim khan ha come under heavy criticism for not taking any concrete step to prosecute the crime of genocide in gaza .",the icc can no longer ignore the genocide in gaza
Boycotts over the Gaza war are hitting big brand in Southeast Asia despite local owner denying link to Israel .,20 Mar 2024,al-j,"medan , indonesia – ordinarily during the holy month of ramadan , entrepreneur putra kelana break fast with his family and friend at several different food outlet across his city in north sumatra .","in indonesia and malaysia , boycott hammer mcdonald ’ s , starbucks"
"These were the update for the ICJ ruling on Nicaragua ’ s Gaza ‘ genocide ’ case against Germany for Tuesday , April 30 , 2024 .",30 Apr 2024,al-j,this live page is now closed .,update : icj rule against imposing measure on germany over israel aid
"This week on UpFront , Marc Lamont Hill talk to the author of a new scathing report on US arm sale to Israel .",26 Apr 2024,al-j,"a israel ’ s war on gaza continues for a seventh month , killing more than 34,000 palestinian and 200 humanitarian worker , the united state just approved roughly $ 15bn in military aid to israel . but is this transfer of weapon against both domestic and international law ?",arming genocide ? new report document use of u arm in israeli war crime
"US State Department spokesman Vedant Patel faced repeated question from journalist asking for detail on the department ’ s own report that concluded five Israeli army unit had committed gross human right violation against Palestinians , but will nevertheless remain eligible for US aid and military assistance .",30 Apr 2024,al-j,,u state department official challenged on israeli army human right abuse
More than a million Palestinians are sheltering in the southern Gaza city after being displaced by Israeli attack .,28 Apr 2024,al-j,"palestinian authority president mahmoud abbas say only the united state could stop israel from attacking the border city of rafah in gaza , adding that the assault , which he expects within day , could force much of the palestinian population to flee the enclave .",palestinian president abbas say only u can halt israel ’ s attack on rafah
Top US diplomat say effort to deliver humanitarian aid to Gaza must be accelerated and sustained a famine loom in part of the territory .,1 May 2024,al-j,u secretary of state antony blinken ha urged israeli official to improve the facilitation of humanitarian aid supply to gaza amid warning from the united nation and aid agency of a looming famine in part of the war-ravaged palestinian territory .,u increase pressure on israel over gaza aid a truce talk continue
"Six month into Israel ’ s assault on Gaza , how do the hungry mark Eid al-Fitr ?",10 Apr 2024,al-j,,the take : how do the hungry mark eid al-fitr in gaza ?
How the Met Gala triggered a social medium # Blockout2024 — a digital guillotine — against celebrity ’ silence on Gaza .,13 May 2024,al-j,"the growing protest effort against israel ’ s war on gaza have now spawned a cyberspace movement that ha erupted in the past few day , targeting celebrity who are seen a being insensitive towards , or even supportive of , the death and destruction in the palestinian enclave .",why are social medium user blocking celebrity over israel ’ s gaza war ?
The Israeli military is continuing attack on Gaza and imposing restriction on Al-Aqsa Mosque during the Muslim festival of sacrifice .,16 Jun 2024,al-j,palestinian in the gaza strip and the occupied west bank are marking a sombre eid al-adha a the israeli military continues it deadly attack more than eight month after the start of the war .,palestinian ‘ in mourning ’ a muslim mark eid al-adha
"The voter will not ignore the party ’ s inability to strongly condemn , and demand an immediate end to , the unimaginable suffering being inflicted on more than two million civilian in Gaza .",16 May 2024,al-j,"earlier this month , across england and wale , people went to the poll in local and mayoral election in what wa seen by many a a trial run for the next united kingdom general election expected later this year .",it weakness on gaza may cost uk labour a majority in the next election
"Analysts say Iran is under pressure to respond in kind to Israel ’ s assassination of a senior Iranian commander in Damascus , but Tehran ’ s option are limited .",8 Apr 2024,al-j,iran ha vowed retaliation for an israeli attack on it consulate in damascus last monday .,how will iran respond to israel ’ s attack on it damascus consulate ?
Israel ha continued to bomb Rafah despite the International Court of Justice ( ICJ ) ruling on Friday that ordered Israel to halt it military operation in the southernmost part of the Gaza Strip .,26 May 2024,al-j,,what ’ s happened in gaza since icj ordered israel stop rafah assault ?
"IRGC force conducted an operation via helicopter to take control of the commercial vessel , state medium report .",13 Apr 2024,al-j,"tehran , iran – iranian armed force have seized a container ship near the strait of hormuz amid rising tension across the region after a deadly israeli attack on iran ’ s consulate in syria .",iran ’ s irgc seizes ‘ israeli-linked ’ ship near strait of hormuz
US lawmaker are pushing to sanction International Criminal Court over prosecutor ’ s push to seek Israel arrest warrant .,23 May 2024,al-j,human right group are urging u president joe biden ’ s administration to oppose threat against the international criminal court ( icc ) after it chief prosecutor ’ s decision to seek arrest warrant against israeli official drew ire in washington .,israel ’ s war on gaza : right group urge biden to oppose threat to icc
"In Germany , phrase including ‘ from the river to the sea ’ are banned and police are arresting people for using them .",1 Apr 2024,al-j,"german-israeli activist iris hefets wa arrested for the first time in berlin just a few week after the start of israel ’ s war on gaza last october – for holding a sign which read , “ a a jew and israeli , stop the genocide in gaza ” .",‘ we jew are just arrested ; palestinian are beaten ’ : protester in germany
UN right chief Volker Turk say Israeli settler violence risk eliminating any possibility of establishing a Palestinian state .,8 Mar 2024,al-j,"israeli settlement in the occupied palestinian territory have expanded by a record amount and risk eliminating any practical possibility of a palestinian state , the united nation right chief warns .",israeli settlement expansion in palestinian area amount to war crime : un
"Al Jazeera drone video show the widespread destruction of neighbourhood in Khan Younis , an area of Gaza that wa declared a ‘ safe zone ’ for displaced Palestinians early in the war before Israeli force later bombed and occupied it .",24 Apr 2024,al-j,,drone video show total destruction in former gaza ‘ safe area ’
"Ishaq Qafisheh ha worked in the falafel shop-turned-grocer for a long a he can remember , and plan to continue .",7 Mar 2024,al-j,"hebron , occupied west bank – ishaq qafisheh steer his wheelchair around the ibrahimi mosque , resting his trusty crutch on his shoulder a he roll along . that crutch ha been a lifelong companion since he wa struck with polio a a small child .",this hebron grocer won ’ t let israeli shutdown stop him
Palestinian right advocate accuse the Israeli military of pushing to completely destroy the medical system in Gaza .,24 Jun 2024,al-j,"palestinian medic and right advocate have denounced the killing of a top medical official in gaza by the israeli military , accusing israel of systematically targeting the health system in the besieged enclave .",israel air raid on gaza clinic kill senior palestinian health official
‘ Time is of the essence ’ : Greenpeace director warns that urgent strategy is needed to protect the Red Sea from catastrophic environmental damage .,7 Mar 2024,al-j,"rubymar , the belize-flagged , british-owned cargo ship that wa badly damaged in a houthi attack in february , ha almost completely sunk into the red sea , causing an oil slick and prompting serious concern about environmental damage to the surrounding water and their coral reef .",could houthi-sunk ship rubymar spell eco-disaster for the red sea ?
Video retrieved from an Israeli drone in Gaza show the moment four apparently unarmed Palestinians were killed by Israeli air attack .,22 Mar 2024,al-j,,gaza drone video show killing of palestinian in israeli air attack
At least 20 child and woman among the dead a Israel ’ s military launch relentless attack .,18 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel ’ s war on gaza update : 83 killed in unrelenting israeli attack
The authoritarian president ’ s fiery rhetoric on Palestine is not backed by any meaningful action .,8 Apr 2024,al-j,the chasm between arab population ’ demand for more decisive response to israel ’ s genocidal war on gaza and the shameful silence and implicit complicity of many of their leader ha yet again exposed the decades-old trend of authoritarian arab regime exploiting public support for the palestinian cause for political gain – a trend that is currently being spearheaded by none other than tunisia ’ s dictatorial president kais saied .,tunisia ’ s saied is a hypocrite on palestine
"Attack on Al-Aqsa Hospital courtyard kill at least two people and wound several others , Palestinian official say .",31 Mar 2024,al-j,"at least two people have been killed and several others wounded after an israeli air strike hit the courtyard of the crowded al-aqsa hospital in deir al-balah in central gaza , palestinian authority said .",aftermath of an israeli air strike on gaza ’ s al-aqsa hospital courtyard
"Now 146 out of 193 UN member recognise Palestine , but what doe that mean for Palestinians ?",28 May 2024,al-j,"ireland , norway and spain have recognised palestine a an independent state .","ireland , norway and spain recognise palestine . what ha that changed ?"
"The ‘ strongest response to Israel and the path to victory lie in unity and integrity ’ , Turkish president say .",20 Apr 2024,al-j,"turkish president recep tayyip erdogan ha urged palestinian to unite amid israel ’ s war in gaza , following hours-long talk with hamas chief ismail haniyeh in istanbul , according to his office .",turkey ’ s erdogan urge palestinian unity after meeting hamas chief
The US president and Israeli prime minister are anxious to get out of a war destroying their political prospect .,4 Jun 2024,al-j,"on friday , u president joe biden outlined a ceasefire proposal for the war in gaza . the plan is comprised of three stage in which israel and hamas would negotiate an exchange of captive , an eventual permanent cessation of hostility and rebuilding of home and public facility .",there is a measure of desperation in biden ’ s ceasefire plan
Hamas is stressing it four condition even a 18 country try to ramp up pressure on the group for a deal .,26 Apr 2024,al-j,"palestinian group hamas ha said it remains committed to achieving an agreement with israel to end the war on gaza , but only if it condition including a lasting ceasefire are met .",hamas ‘ serious ’ about captive ’ release but not without gaza ceasefire
Dozens of delegate walked out of a UN meeting a an Israeli official responded to criticism it ha decimated Palestinian worker ’ labour right since the start of it war in Gaza .,7 Jun 2024,al-j,,delegate walk out of un meeting during israel speech
Western country tout support for a two-state solution but exert little pressure over expanding settlement .,16 May 2024,al-j,the canadian government ha announced it will impose sanction on four israeli settler in the occupied west bank a settler violence against palestinian surge during israel ’ s war in gaza .,canada sanction israeli settler a attack on palestinian skyrocket
"US Senator Chris Van Hollen : It ’ s time for the United States to tell Israel , ‘ If you continue to ignore u , there will be consequence . ’",10 Mar 2024,al-j,"u senator chris van hollen say it is time for the biden administration to tell israel , “ if you continue to ignore u , there will be consequence . ”",will israel be allowed to continue it gaza starvation strategy ?
The US president reiterates support for Israel in call with Netanyahu amid report that he is also opposed to a counterattack against Iran .,14 Apr 2024,al-j,"u president joe biden ha condemned the iranian drone attack on military facility in israel , reiterating washington dc ’ s “ ironclad ” support and a coordinated group of seven ( g7 ) diplomatic response , even a report started to emerge that he is also seeking to de-escalate the situation .","biden vow g7 response , ‘ ironclad ’ u support for israel after iran attack"
The commander worked in the anti-tank missile unit of Hezbollah ’ s Radwan force .,31 Mar 2024,al-j,"israel ha killed a senior hezbollah commander in an air strike in southern lebanon , the israeli military ha said .",israeli military say it killed hezbollah commander ismail al-zin
Trade Ministry say decision to remain in place until Israel stop attack and allows adequate humanitarian aid into Gaza .,9 Apr 2024,al-j,turkey say it will impose restriction on export to israel until there is a ceasefire and increased aid in the gaza strip after the israeli government refused to allow it to airdrop aid over the besieged and bombarded territory .,turkey restricts export of 54 product to israel until gaza ceasefire
Israeli assault hit health centre in southern Lebanon ; Hezbollah attack have killed one man in Israeli border town .,27 Mar 2024,al-j,"hezbollah ha said it launched dozen of rocket at kiryat shmona , an israeli border town , in response to israeli strike on lebanon ’ s southern village of al-habbariyeh that killed seven people .",hezbollah launch rocket barrage after israeli strike on lebanon kill 7
Experts say growing protest movement on university campus could help shift US policy on Israel in the long term .,26 Apr 2024,al-j,"washington , dc – a gaza-focused campus protest movement in the united state ha highlighted a generational divide on israel , expert say , with young people ’ s willingness to challenge politician and college administrator on display nationwide .","generation gap : what student protest say about u politics , israel support"
Analysis of image by Al Jazeera ’ s Sanad unit show hundred of military vehicle deployed at base near Gaza .,23 Apr 2024,al-j,"israel look ready to escalate it devastating war on gaza after stationing troop and vehicle at nearby army base and outpost just outside the enclave , according to satellite imagery obtained and assessed by al jazeera ’ s sanad verification unit .",satellite image show israeli force gathered for gaza escalation
US military say much criticised floating dock will be able to deliver assistance to besieged enclave in coming day .,7 Jun 2024,al-j,"the united state military ha announced it ha reinstalled a temporary aid pier in gaza that had been damaged in bad weather , saying humanitarian assistance will flow through the floating dock in the “ coming day ” .",u re-establishes gaza aid pier damaged in bad weather
Keep reading,15 Jun 2024,al-j,"through eight month of war in gaza , the issue of the hostage ha obsessed the israeli public above all else but the dramatic operation to rescue four israeli held captive in gaza last week – which resulted in a massacre of more than 270 palestinian – ha revealed that a ceasefire deal remains the best option to secure their safe return .",netanyahu ’ s hostage dilemma
"More than 2,000 people have been arrested nationwide a student continue protest calling for a ceasefire in Gaza .",5 May 2024,al-j,police have arrested at least 25 pro-palestinian protester and cleared an encampment at the university of virginia ( uva ) a campus across the united state brace for more turmoil during graduation ceremony .,dozen arrested in u campus in another weekend of pro-palestine protest
"Demonstrators block highway and shut down travel in Illinois , California , New York and the Pacific Northwest .",16 Apr 2024,al-j,"pro-palestinian protester have blocked major road in the state of illinois , california , new york and the pacific northwest , temporarily preventing travel into some of the united state ’ s most heavily used airport , onto the golden gate and brooklyn bridge and along a busy west coast highway .",pro-palestinian protester paralyse road in u city over war on gaza
Palestine solidarity encampment spring up at George Washington University despite crackdown and arrest across US .,25 Apr 2024,al-j,"washington , dc – chant of “ free palestine ” were interrupted by ululating and cheer a dozen of georgetown university student arrived at a protest at the neighbouring george washington university ( gw ) campus in the heart of the u capital city .","block from the white house , u student stand steadfast with gaza"
"Texas , one of the most conservative US state , ha implemented law limiting the ability to protest against Israel .",4 May 2024,al-j,"austin , texas – “ it didn ’ t feel real . ” that ’ s how alishba javaid , a student at the university of texas at austin , describes the moment when she saw roughly 30 state trooper walk onto the campus lawn .","in texas , pro-palestine university protester clash with state leader"
US Secretary of State Antony Blinken ha begun a tour of the Middle East hoping to secure a ceasefire in Israel ’ s war on Gaza .,21 Mar 2024,al-j,"here ’ s how thing stand on thursday , march 21 , 2024 :","is­rael ’ s war on gaza : list of key event , day 167"
At least three patient at al-Shifa Hospital have died amid a five-day blockade on the facility by Israel .,23 Mar 2024,al-j,"here ’ s how thing stand on saturday , march 23 2024 :","is­rael ’ s war on gaza : list of key event , day 169"
"Israeli physician risk becoming , or may already be , complicit in torture and ill-treatment of detained Palestinians .",18 Jun 2024,al-j,"“ i will not use my medical knowledge to violate human right and civil liberty , even under threat . ” this is a line in the physician ’ s pledge adopted by the world medical association in 1948 , which guide the work of doctor around the globe .",action must be taken on alleged complicity of israeli doctor in torture
Sons and grandchild of Hamas political leader killed in latest Israeli air attack in Gaza .,11 Apr 2024,al-j,three son and four grandchild of hamas political leader ismail haniyeh were assassinated in gaza on wednesday .,what ha allowed israel operate an assassination policy for decade ?
"Activists in the US disrupted Vice President Kamala Harris ’ s interview on Jimmy Kimmel Live over her stance on Israel ’ s war on Gaza . The activist were forcibly removed by security guard , before a man who claimed to be a police officer said they were under arrest .",6 Jun 2024,al-j,,video show kamala harris heckled over gaza during jimmy kimmel talk show
"Israeli Prime Minister Benjamin Netanyahu ha dissolved his war cabinet , after being pressured to add member .",17 Jun 2024,al-j,"israel ’ s prime minister benjamin netanyahu ha dissolved the country ’ s war cabinet , following the withdrawal of his principal rival , benny gantz .","israel ’ s netanyahu dissolved the war cabinet , doe it matter ?"
War drum beat louder a Israel kill Hezbollah commander and Lebanese group launch massive missile attack .,13 Jun 2024,al-j,"beirut , lebanon – hezbollah fired more than 200 missile and rocket across it southern border on wednesday in one of it heaviest attack on northern israel since the 2006 war .",doe ceasefire in gaza mean israeli escalation with lebanon ’ s hezbollah ?
"Four child have starved to death this week in Gaza , where a new UN report ha revealed the extent of the forced hunger crisis imposed by Israel in it ongoing war .",25 Jun 2024,al-j,,extent of forced hunger crisis in gaza revealed in un report
"As siege on medical complex enters it third day , survivor recount harsh detention , humiliation and abuse .",20 Mar 2024,al-j,"the israeli military say it ha killed 90 people during it raid on gaza ’ s al-shifa hospital where a siege ha entered a third day , a displaced palestinian sheltering in the facility described long detention and abuse .",israeli military say 90 people killed in gaza ’ s al-shifa hospital raid
The case accuses Israel of violating it obligation under the Genocide Convention in it war on Gaza .,6 Jun 2024,al-j,"spain say it will join the case filed by south africa at the international court of justice ( icj ) , which accuses israel of violating it obligation under the genocide convention in it war on the gaza strip .",spain say to join south africa ’ s gaza genocide case against israel at icj
Temple Movement ’ s plan to sacrifice the cattle seen a a step towards it goal of building the Third Temple over Al-Aqsa Mosque .,9 Apr 2024,al-j,they have come from halfway across the world and are kept under tight security and raised according to the strictest rule .,what do texan red heifer have to do with al-aqsa and a jewish temple ?
Witnesses say hundred of body were found inside al-Shifa Medical Complex and outside in the surrounding street .,1 Apr 2024,al-j,"israel ha withdrawn it force from gaza ’ s al-shifa hospital following a two-week operation , leaving behind scene of devastation .",‘ no life here ’ : israel ’ s army withdraws from gaza ’ s al-shifa hospital
"Students from Columbia and other US university have protested against the Vietnam war , the Gulf war and racism in the past .",25 Apr 2024,al-j,"from coast to coast , university student in the united state are protesting against israel ’ s war on gaza , despite threat of suspension and arrest .",before israel ’ s war on gaza : other time u campus became battleground
Spanish PM Pedro Sanchez say declaration on Palestine will be made “ when the condition are appropriate ” .,12 Apr 2024,al-j,"ireland and norway are both moving closer to recognising palestinian statehood , leader of the two country expressed separately after meeting with spain ’ s prime minister pedro sanchez , who also champion the move .","ireland , spain , norway moving closer to recognising a palestinian state"
International Committee of the Red Cross say ‘ heavy-calibre projectile ’ landed metre from it office in the designated safe zone in the south .,22 Jun 2024,al-j,"the israeli military ha launched attack across the gaza strip after an assault on a tent camp in al-mawasi in the south killed at least 25 people , according to palestinian official .",israel pound north gaza after attack on southern al-mawasi ‘ safe zone ’
