sub_title,date,Newspaper,Body Text,title
"Norway , Ireland and Spain announce they will recognise an independent Palestinian state .",22 May 2024,al-j,"until now , most western countries have maintained they will formally recognise palestinian statehood only at the end of a peace process with israel .",what does the increasing recognition of palestinian statehood mean ?
Hezbollah says it detonated ‘ explosive devices ’ targeting soldiers who crossed the border into Lebanon .,15 Apr 2024,al-j,"several israeli soldiers have been wounded in a blast in lebanon near the israeli border , according to the israeli military and the lebanese armed group hezbollah , which claimed responsibility for the attack .",several israeli soldiers wounded in lebanon attack claimed by hezbollah
Israeli military say its forces are continuing their siege of al-Shifa Hospital where they have claimed to have killed a number of fighters .,27 Mar 2024,al-j,"here’s how things stand on wednesday , march 27 , 2024 :","israel’s war on gaza : list of key events , day 173"
"US Secretary of State Blinken , on a visit to Tel Aviv , says there should be ‘ no delays , no excuses ’ in reaching a ceasefire deal , claiming the only reason it may not happen ‘ is because of Hamas ’ .",1 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : first time aid enters gaza via beit hanoon
"History set to be repeated as the US prepares to wield veto , insisting Palestine must negotiate statehood with Israel first .",9 Apr 2024,al-j,the un security council on monday asked its membership committee to review the palestinian authority’s application to be made a full member state of the united nations . the pa is currently a non-member observer state like the vatican .,"as palestine applies for full un membership , what’s in the way ?"
Polish Prime Minister Donald Tusk says attack on World Central Kitchen convoy and Netanyahu’s reaction caused ‘ understandable anger ’ .,3 Apr 2024,al-j,"there is growing outrage around the world after israeli air strikes killed seven aid workers from the world central kitchen ( wck ) charity , as the country faces increased scrutiny over its conduct in the war on gaza .",outrage grows over israel’s deadly attack on gaza aid convoy
The words of the Jewish lawyer who coined the term ‘ genocide ’ still hold lessons for us today .,19 Apr 2024,al-j,history illustrated is a weekly series of insightful perspectives that puts news events and current affairs into historical context using graphics generated with artificial intelligence .,"gaza , genocide and the world’s most heinous crime"
Israeli official cites prime minister as saying daily pause is ‘ unacceptable ’ as army continues attacking Gaza .,16 Jun 2024,al-j,israeli prime minister benjamin netanyahu is opposed to plans announced by the military to hold daily tactical pauses in fighting along one of the main roads into the besieged and bombarded gaza strip to facilitate aid delivery into the palestinian enclave .,netanyahu opposed to israeli military ‘ tactical pauses ’ for gaza aid
"Israeli forces have launched a new offensive in northern Gaza , months after saying Hamas had been ‘ dismantled ’ there . Residential areas sheltering displaced Palestinians have been flattened and tanks have entered the Jabalia refugee camp , as Gaza’s death toll crosses 35,000 people .",12 May 2024,al-j,,"israel pounds northern gaza , months after declaring hamas dismantled"
Qatar says mediation efforts are being hampered by Israel’s offensive on Gaza’s southern city .,14 May 2024,al-j,"israel’s military operation in gaza’s southern city of rafah has set ceasefire negotiations with hamas “ backward ” , mediator qatar has said , adding that the talks have lost steam .",gaza ceasefire deadlocked as israel’s rafah attacks set talks ‘ backward ’
Staff warned that language in the national broadcaster’s coverage ‘ favoured the Israeli narrative over objective reporting ’ .,26 Mar 2024,al-j,"staff at australia’s national broadcaster warned that its coverage of the war in gaza relied too much on israeli sources and used language that “ favoured the israeli narrative over objective reporting ” , internal communications reveal , shedding new light on bias claims that convulsed the outlet .",abc australia staff’s concerns over pro-israel bias revealed
Dozens at the University of Leeds step up protests as Zecharia Deutsch continues his role as campus chaplain .,8 Mar 2024,al-j,students at a university in northern england are staging a sit-in to call for the suspension of a jewish chaplain who has served in the israeli army during the war on gaza .,uk students call on university to suspend rabbi who served in israeli army
Palestinians have been recovering bodies and remains of people killed at Gaza’s al-Shifa Hospital after a two-week assault by Israeli forces .,9 Apr 2024,al-j,,bodies recovered from gaza’s al-shifa hospital after two-week israeli raid
The Israeli attacks intensify as US President Biden’s truce proposal receives positive response from Hamas but Netanyahu sets condition .,1 Jun 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : ‘ over 1 million ’ flee rafah as israel attacks
Amos Hochstein is also set to visit Lebanon amid growing fears of an all-out war between Hezbollah and Israel .,17 Jun 2024,al-j,a senior united states diplomat has met israeli leaders and will later visit lebanon as part of a push by washington to defuse tensions between israel and hezbollah .,us envoy meets with israeli leaders as tensions with hezbollah escalate
"The police response to Spain’s campus protests has been relatively muted while more than 2,000 academics stand by their university students .",8 May 2024,al-j,"madrid , spain – huge palestinian flags are hanging on campuses across spain as thousands of students protest against israel’s war in gaza .",support from lecturers and no arrests as spanish students protest for gaza
The move comes as the Palestinian Authority faces pressure to reform from the US amid Israel’s war on Gaza .,14 Mar 2024,al-j,palestinian president mahmoud abbas has appointed his longtime economic adviser mohammed mustafa to be the next prime minister in the face of us pressure to reform the palestinian authority as part of washington’s post-war vision for gaza .,palestinian president abbas appoints mohammed mustafa as prime minister
Experts say Western allies are risking sanction from the ICJ if they continue to ship arms to Israel .,3 Apr 2024,al-j,"an attack on a humanitarian convoy , killing several foreign aid workers . the destruction of a hospital with hundreds killed inside . an air raid on a consulate in a foreign country .",western allies face genocide complicity if support for israel continues
South Africa seeks new emergency measures over Israel’s latest offensive against the southern city in Gaza .,10 May 2024,al-j,"south africa has asked the international court of justice ( icj ) to order israel to withdraw from rafah as part of additional emergency measures over the war in gaza , the united nations’s top court said .",south africa asks icj to order israel to withdraw from gaza’s rafah
Qatar’s prime minister says there has been ‘ abuse and harm ’ done related to Doha’s mediation efforts .,17 Apr 2024,al-j,"qatar’s prime minister has said doha is re-evaluating its role as a mediator in negotiations aimed at bringing about a ceasefire in gaza and the release of israeli captives , adding that some parties have used the mediation for “ narrow political interest ” .",qatar ‘ re-evaluating ’ role as mediator in israel-gaza truce talks
"Palestinian families have begun leaving eastern Rafah after the Israeli military ordered its evacuation , saying it will use ‘ extreme force ’ there . World leaders have repeatedly warned against a military offensive where more than 1.5 million displaced people are sheltering .",6 May 2024,al-j,,israel orders rafah evacuation after night of intense bombardment
"Mahmoud Darwish’s poems are ever relevant to the conditions of Palestinians , particularly now in Gaza .",13 Mar 2024,al-j,"the beauty of gaza is that our voices do not reach it . nothing distracts it ; nothing takes its fist from the enemy’s face . gaza is devoted to rejection … hunger and rejection , thirst and rejection , displacement and rejection , torture and rejection , siege and rejection , death and rejection … ”","‘ the war will end ’ : remembering mahmoud darwish , palestine’s poetic voice"
"Discover how Israeli military tactics shape US ‘ cop cities ’ , affecting civil liberties and racial justice for marginalised communities .",18 Jun 2024,al-j,"critics of the increasing integration of israeli military technologies and tactics into united states “ cop cities ” say the exchange leads to a more militarised approach to urban policing . activists and organisers say this shift impacts civil liberties and perpetuates systemic racism against marginalised us communities . they say police exchange programmes promote aggressive methods from conflict zones , while simultaneously diverting funds from essential social services .",how the us is using israeli military tactics on marginalised communities
Police crack down on demonstrations at UT Austin and USC as students at Harvard and Brown set up encampments in protest against Israel’s war on Gaza .,25 Apr 2024,al-j,"student protesters in the united states have vowed to continue demonstrations against israel’s war on gaza , despite the arrest of dozens of protesters at the university of texas at austin ( ut austin ) , the university of southern california ( usc ) , georgia’s emory university and boston’s emerson college .","students vow to continue gaza protests after california , texas arrests"
Raji Sourani left the strip with his family as the war raged . He then joined colleagues in Sicily to try to take Israel to the ICJ .,8 Apr 2024,al-j,"messina , italy – piles of court documents in english and arabic filled the desk and covered the floor of triestino mariniello’s home office for much of march in messina , a city in southern italy overlooking mediterranean waters on one side and the smoking etna volcano on the other .","in italy , a palestinian lawyer who fled gaza builds israel genocide case"
Human Rights Watch says aid workers ’ convoys and facilities have been targeted at least eight times since last October .,14 May 2024,al-j,"israeli forces have attacked humanitarian aid convoys and buildings in the gaza strip at least eight times since october despite being given coordinates to ensure their protection , human rights watch ( hrw ) has said in a new report .",israeli forces attacked ‘ known aid worker locations ’ in gaza : rights group
Dentistry student Tasneem Ahel made a dangerous journey to flee north Gaza in the hope of making it overseas to complete her education . Israel’s war has destroyed all Gaza’s universities and left thousands of students with no access to education .,9 Apr 2024,al-j,,israel’s war is depriving gaza’s students of an education
"US presidential candidate says October 7 Hamas attack was brutal , but Israel is now losing international support .",26 Mar 2024,al-j,"donald trump , the former us president and republican candidate in november’s election in the united states , has warned israel it is losing international support and should “ finish up ” its war in gaza .",donald trump says time for israel to ‘ finish up ’ gaza war
"From air strikes to field executions , Fault Lines investigates the killings of civilians by the Israeli military in Gaza and the role of the United States in the war .",21 Jun 2024,al-j,"as israel’s bombing campaign continues in gaza and the humanitarian crisis deepens to catastrophic levels , the biden administration has not wavered in its support for israel .",‘ the night won’t end ’ : biden’s war on gaza
Turkey says the ban will stay in place until Israel agrees to a permanent ceasefire in Gaza .,4 May 2024,al-j,"for years , israel and turkey have been crucial trade partners .",how effective is turkey’s ban on trade with israel ?
First payment of $ 20m to be disbursed after Sweden gets assurances of the UNRWA’s checks on spending and personnel .,9 Mar 2024,al-j,sweden has said it is resuming aid to the cash-strapped united nations agency for palestinians with an initial disbursement of $ 20m after receiving assurances of extra checks on its spending and personnel .,sweden resumes aid to unrwa as israel steps up gaza attacks
"76 years on from the Nakba , Palestinians continue to demand their right of return after they were expelled from their homes during the creation of the Israeli state in 1948 . Al Jazeera’s Nada Qaddourah breaks down the situation and looks at the parallels with Israel’s current war on Gaza .",15 May 2024,al-j,,nakba remembered : what is the right of return ?
US president insists Israel and Hamas cannot be compared after ICC seeks warrants over alleged Israeli war crimes .,21 May 2024,al-j,united states president joe biden has defended israel against war crimes charges in the world’s top courts .,‘ no equivalence ’ : biden defends israel after icc requests arrest warrants
The UN agency says surviving children do not ‘ even have the energy to cry ’ as famine looms in the besieged enclave being bombarded for months .,17 Mar 2024,al-j,"israel has killed more than 13,000 children in gaza since october 7 while others are suffering from severe malnutrition and do not “ even have the energy to cry ” , says the united nations children’s fund ( unicef ) .","over 13,000 children killed in gaza , others severely malnourished : unicef"
MV Andromeda Star suffers damage and MQ-9 Reaper drone shot down in latest escalation by the Houthis .,27 Apr 2024,al-j,yemen’s houthis have damaged an oil tanker and downed another mq-9 reaper drone of the united states as they promise more attacks in opposition to israel’s war on gaza .,"yemen’s houthis damage oil tanker , shoot down us drone"
"The Israeli army bombed a displacement camp in south Gaza , the Gaza Civil Defence said , killing and wounding dozens .",26 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : ‘ more than 30 ’ killed in rafah strike
At least 32 Palestinians killed in 24 hours as Gaza medics scour mass grave site inside Khan Younis’s Nasser Hospital with 310 bodies discovered so far .,23 Apr 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,"israel’s war on gaza updates : unrwa in ‘ unprecedented crisis ’ , says chief"
The UN says a quarter of the people in Gaza are ‘ one step away ’ from famine . Some children may never recover .,7 Mar 2024,al-j,,the take : gaza’s starvation looms over biden’s state of the union address
"Western outlets ignoring the unprecedented legal campaign against Israel , and its allies risk appearing complicit .",23 Apr 2024,al-j,"in a fast-expanding global battleground , enablers and opponents of israel’s genocidal assault on gaza are facing off in an unusual landscape : courtrooms . over the past six months , lawyers , activists , organisations and states who believe that international law and conventions that prohibit genocide actually mean something and must be implemented have submitted an unprecedented number of lawsuits and motions to national and international courts .",watching the watchdogs : the media downplays a big legal story at its peril
Prime minister and officials say Israel will continue fight even as US increases pressure over Rafah assault .,9 May 2024,al-j,"israeli officials have struck a defiant tone after us president joe biden warned that the united states would not provide weapons for a full-scale ground assault on the southern gaza city of rafah , where hundreds of thousands of displaced palestinians are hemmed in with no safe way to leave .",‘ fight with our fingernails ’ : israel’s netanyahu defies us weapons warning
Failure to launch an investigation into genocide in Gaza and issue arrest warrants can have a devastating impact on the International Criminal Court .,21 Apr 2024,al-j,"over the past few months , the international criminal court ( icc ) under the leadership of prosecutor karim khan has come under heavy criticism for not taking any concrete steps to prosecute the crime of genocide in gaza .",the icc can no longer ignore the genocide in gaza
Boycotts over the Gaza war are hitting big brands in Southeast Asia despite local owners denying links to Israel .,20 Mar 2024,al-j,"medan , indonesia – ordinarily during the holy month of ramadan , entrepreneur putra kelana breaks fast with his family and friends at several different food outlets across his city in north sumatra .","in indonesia and malaysia , boycotts hammer mcdonald’s , starbucks"
"These were the updates for the ICJ ruling on Nicaragua’s Gaza ‘ genocide ’ case against Germany for Tuesday , April 30 , 2024 .",30 Apr 2024,al-j,this live page is now closed .,updates : icj rules against imposing measures on germany over israel aid
"This week on UpFront , Marc Lamont Hill talks to the authors of a new scathing report on US arms sales to Israel .",26 Apr 2024,al-j,"as israel’s war on gaza continues for a seventh month , killing more than 34,000 palestinians and 200 humanitarian workers , the united states just approved roughly $ 15bn in military aid to israel . but is this transfer of weapons against both domestic and international law ?",arming genocide ? new report documents use of us arms in israeli war crimes
"US State Department spokesman Vedant Patel faced repeated questions from journalists asking for details on the department’s own report that concluded five Israeli army units had committed gross human rights violations against Palestinians , but will nevertheless remain eligible for US aid and military assistance .",30 Apr 2024,al-j,,us state department official challenged on israeli army human rights abuses
More than a million Palestinians are sheltering in the southern Gaza city after being displaced by Israeli attacks .,28 Apr 2024,al-j,"palestinian authority president mahmoud abbas says only the united states could stop israel from attacking the border city of rafah in gaza , adding that the assault , which he expects within days , could force much of the palestinian population to flee the enclave .",palestinian president abbas says only us can halt israel’s attack on rafah
Top US diplomat says efforts to deliver humanitarian aid to Gaza must be accelerated and sustained as famine looms in parts of the territory .,1 May 2024,al-j,us secretary of state antony blinken has urged israeli officials to improve the facilitation of humanitarian aid supplies to gaza amid warnings from the united nations and aid agencies of a looming famine in parts of the war-ravaged palestinian territory .,us increases pressure on israel over gaza aid as truce talks continue
"Six months into Israel’s assault on Gaza , how do the hungry mark Eid al-Fitr ?",10 Apr 2024,al-j,,the take : how do the hungry mark eid al-fitr in gaza ?
How the Met Gala triggered a social media # Blockout2024 — a digital guillotine — against celebrities ’ silence on Gaza .,13 May 2024,al-j,"the growing protest efforts against israel’s war on gaza have now spawned a cyberspace movement that has erupted in the past few days , targeting celebrities who are seen as being insensitive towards , or even supportive of , the death and destruction in the palestinian enclave .",why are social media users blocking celebrities over israel’s gaza war ?
The Israeli military is continuing attacks on Gaza and imposing restrictions on Al-Aqsa Mosque during the Muslim festival of sacrifice .,16 Jun 2024,al-j,palestinians in the gaza strip and the occupied west bank are marking a sombre eid al-adha as the israeli military continues its deadly attacks more than eight months after the start of the war .,palestinians ‘ in mourning ’ as muslims mark eid al-adha
"The voters will not ignore the party’s inability to strongly condemn , and demand an immediate end to , the unimaginable suffering being inflicted on more than two million civilians in Gaza .",16 May 2024,al-j,"earlier this month , across england and wales , people went to the polls in local and mayoral elections in what was seen by many as a trial run for the next united kingdom general election expected later this year .",its weakness on gaza may cost uk labour a majority in the next election
"Analysts say Iran is under pressure to respond in kind to Israel’s assassination of a senior Iranian commander in Damascus , but Tehran’s options are limited .",8 Apr 2024,al-j,iran has vowed retaliation for an israeli attack on its consulate in damascus last monday .,how will iran respond to israel’s attack on its damascus consulate ?
Israel has continued to bomb Rafah despite the International Court of Justice ( ICJ ) ruling on Friday that ordered Israel to halt its military operation in the southernmost part of the Gaza Strip .,26 May 2024,al-j,,what’s happened in gaza since icj ordered israel stop rafah assault ?
"IRGC forces conducted an operation via helicopter to take control of the commercial vessel , state media reports .",13 Apr 2024,al-j,"tehran , iran – iranian armed forces have seized a container ship near the strait of hormuz amid rising tensions across the region after a deadly israeli attack on iran’s consulate in syria .",iran’s irgc seizes ‘ israeli-linked ’ ship near strait of hormuz
US lawmakers are pushing to sanction International Criminal Court over prosecutor’s push to seek Israel arrest warrants .,23 May 2024,al-j,human rights groups are urging us president joe biden’s administration to oppose threats against the international criminal court ( icc ) after its chief prosecutor’s decision to seek arrest warrants against israeli officials drew ire in washington .,israel’s war on gaza : rights groups urge biden to oppose threats to icc
"In Germany , phrases including ‘ from the river to the sea ’ are banned and police are arresting people for using them .",1 Apr 2024,al-j,"german-israeli activist iris hefets was arrested for the first time in berlin just a few weeks after the start of israel’s war on gaza last october – for holding a sign which read , “ as a jew and israeli , stop the genocide in gaza ” .",‘ we jews are just arrested ; palestinians are beaten ’ : protesters in germany
UN rights chief Volker Turk says Israeli settler violence risks eliminating any possibility of establishing a Palestinian state .,8 Mar 2024,al-j,"israeli settlements in the occupied palestinian territories have expanded by a record amount and risk eliminating any practical possibility of a palestinian state , the united nations rights chief warns .",israeli settlement expansion in palestinian areas amounts to war crime : un
"Al Jazeera drone video shows the widespread destruction of neighbourhoods in Khan Younis , an area of Gaza that was declared a ‘ safe zone ’ for displaced Palestinians early in the war before Israeli forces later bombed and occupied it .",24 Apr 2024,al-j,,drone video shows total destruction in former gaza ‘ safe area ’
"Ishaq Qafisheh has worked in the falafel shop-turned-grocer for as long as he can remember , and plans to continue .",7 Mar 2024,al-j,"hebron , occupied west bank – ishaq qafisheh steers his wheelchair around the ibrahimi mosque , resting his trusty crutch on his shoulder as he rolls along . that crutch has been a lifelong companion since he was struck with polio as a small child .",this hebron grocer won’t let israeli shutdowns stop him
Palestinian rights advocates accuse the Israeli military of pushing to completely destroy the medical system in Gaza .,24 Jun 2024,al-j,"palestinian medics and rights advocates have denounced the killing of a top medical official in gaza by the israeli military , accusing israel of systematically targeting the health system in the besieged enclave .",israel air raid on gaza clinic kills senior palestinian health official
‘ Time is of the essence ’ : Greenpeace director warns that urgent strategy is needed to protect the Red Sea from catastrophic environmental damage .,7 Mar 2024,al-j,"rubymar , the belize-flagged , british-owned cargo ship that was badly damaged in a houthi attack in february , has almost completely sunk into the red sea , causing an oil slick and prompting serious concerns about environmental damage to the surrounding waters and their coral reefs .",could houthi-sunk ship rubymar spell eco-disaster for the red sea ?
Video retrieved from an Israeli drone in Gaza shows the moments four apparently unarmed Palestinians were killed by Israeli air attacks .,22 Mar 2024,al-j,,gaza drone video shows killing of palestinians in israeli air attack
At least 20 children and women among the dead as Israel’s military launches relentless attacks .,18 May 2024,al-j,this live page is now closed . you can continue to follow our coverage of the war in gaza here .,israel’s war on gaza updates : 83 killed in unrelenting israeli attacks
The authoritarian president’s fiery rhetoric on Palestine is not backed by any meaningful action .,8 Apr 2024,al-j,the chasm between arab populations ’ demand for more decisive responses to israel’s genocidal war on gaza and the shameful silence and implicit complicity of many of their leaders has yet again exposed the decades-old trend of authoritarian arab regimes exploiting public support for the palestinian cause for political gain – a trend that is currently being spearheaded by none other than tunisia’s dictatorial president kais saied .,tunisia’s saied is a hypocrite on palestine
"Attack on Al-Aqsa Hospital courtyard kills at least two people and wounds several others , Palestinian officials say .",31 Mar 2024,al-j,"at least two people have been killed and several others wounded after an israeli air strike hit the courtyard of the crowded al-aqsa hospital in deir al-balah in central gaza , palestinian authorities said .",aftermath of an israeli air strike on gaza’s al-aqsa hospital courtyard
"Now 146 out of 193 UN members recognise Palestine , but what does that mean for Palestinians ?",28 May 2024,al-j,"ireland , norway and spain have recognised palestine as an independent state .","ireland , norway and spain recognise palestine . what has that changed ?"
"The ‘ strongest response to Israel and the path to victory lie in unity and integrity ’ , Turkish president says .",20 Apr 2024,al-j,"turkish president recep tayyip erdogan has urged palestinians to unite amid israel’s war in gaza , following hours-long talks with hamas chief ismail haniyeh in istanbul , according to his office .",turkey’s erdogan urges palestinian unity after meeting hamas chief
The US president and Israeli prime minister are anxious to get out of a war destroying their political prospects .,4 Jun 2024,al-j,"on friday , us president joe biden outlined a ceasefire proposal for the war in gaza . the plan is comprised of three stages in which israel and hamas would negotiate an exchange of captives , an eventual permanent cessation of hostilities and rebuilding of homes and public facilities .",there is a measure of desperation in biden’s ceasefire plan
Hamas is stressing its four conditions even as 18 countries try to ramp up pressure on the group for a deal .,26 Apr 2024,al-j,"palestinian group hamas has said it remains committed to achieving an agreement with israel to end the war on gaza , but only if its conditions including a lasting ceasefire are met .",hamas ‘ serious ’ about captives ’ release but not without gaza ceasefire
Dozens of delegates walked out of a UN meeting as an Israeli official responded to criticism it has decimated Palestinian workers ’ labour rights since the start of its war in Gaza .,7 Jun 2024,al-j,,delegates walk out of un meeting during israel speech
Western countries tout support for a two-state solution but exert little pressure over expanding settlements .,16 May 2024,al-j,the canadian government has announced it will impose sanctions on four israeli settlers in the occupied west bank as settler violence against palestinians surges during israel’s war in gaza .,canada sanctions israeli settlers as attacks on palestinians skyrocket
"US Senator Chris Van Hollen : It’s time for the United States to tell Israel , ‘ If you continue to ignore us , there will be consequences . ’",10 Mar 2024,al-j,"us senator chris van hollen says it is time for the biden administration to tell israel , “ if you continue to ignore us , there will be consequences . ”",will israel be allowed to continue its gaza starvation strategy ?
The US president reiterates support for Israel in call with Netanyahu amid reports that he is also opposed to a counterattack against Iran .,14 Apr 2024,al-j,"us president joe biden has condemned the iranian drone attacks on military facilities in israel , reiterating washington dc’s “ ironclad ” support and a coordinated group of seven ( g7 ) diplomatic response , even as reports started to emerge that he is also seeking to de-escalate the situation .","biden vows g7 response , ‘ ironclad ’ us support for israel after iran attacks"
The commander worked in the anti-tank missile unit of Hezbollah’s Radwan forces .,31 Mar 2024,al-j,"israel has killed a senior hezbollah commander in an air strike in southern lebanon , the israeli military has said .",israeli military says it killed hezbollah commander ismail al-zin
Trade Ministry says decision to remain in place until Israel stops attacks and allows adequate humanitarian aid into Gaza .,9 Apr 2024,al-j,turkey says it will impose restrictions on exports to israel until there is a ceasefire and increased aid in the gaza strip after the israeli government refused to allow it to airdrop aid over the besieged and bombarded territory .,turkey restricts exports of 54 products to israel until gaza ceasefire
Israeli assault hit health centre in southern Lebanon ; Hezbollah attacks have killed one man in Israeli border town .,27 Mar 2024,al-j,"hezbollah has said it launched dozens of rockets at kiryat shmona , an israeli border town , in response to israeli strikes on lebanon’s southern village of al-habbariyeh that killed seven people .",hezbollah launches rocket barrage after israeli strikes on lebanon kill 7
Experts say growing protest movement on university campuses could help shift US policy on Israel in the long term .,26 Apr 2024,al-j,"washington , dc – a gaza-focused campus protest movement in the united states has highlighted a generational divide on israel , experts say , with young people’s willingness to challenge politicians and college administrators on display nationwide .","generation gap : what student protests say about us politics , israel support"
Analysis of images by Al Jazeera’s Sanad unit shows hundreds of military vehicles deployed at bases near Gaza .,23 Apr 2024,al-j,"israel looks ready to escalate its devastating war on gaza after stationing troops and vehicles at nearby army bases and outposts just outside the enclave , according to satellite imagery obtained and assessed by al jazeera’s sanad verification unit .",satellite images show israeli forces gathered for gaza escalation
US military says much criticised floating dock will be able to deliver assistance to besieged enclave in coming days .,7 Jun 2024,al-j,"the united states military has announced it has reinstalled a temporary aid pier in gaza that had been damaged in bad weather , saying humanitarian assistance will flow through the floating dock in the “ coming days ” .",us re-establishes gaza aid pier damaged in bad weather
Keep reading,15 Jun 2024,al-j,"through eight months of war in gaza , the issue of the hostages has obsessed the israeli public above all else but the dramatic operation to rescue four israelis held captive in gaza last week – which resulted in a massacre of more than 270 palestinians – has revealed that a ceasefire deal remains the best option to secure their safe return .",netanyahu’s hostage dilemma
"More than 2,000 people have been arrested nationwide as students continue protests calling for a ceasefire in Gaza .",5 May 2024,al-j,police have arrested at least 25 pro-palestinian protesters and cleared an encampment at the university of virginia ( uva ) as campuses across the united states brace for more turmoil during graduation ceremonies .,dozens arrested in us campuses in another weekend of pro-palestine protests
"Demonstrators block highways and shut down travel in Illinois , California , New York and the Pacific Northwest .",16 Apr 2024,al-j,"pro-palestinian protesters have blocked major roads in the states of illinois , california , new york and the pacific northwest , temporarily preventing travel into some of the united states’s most heavily used airports , onto the golden gate and brooklyn bridges and along a busy west coast highway .",pro-palestinian protesters paralyse roads in us cities over war on gaza
Palestine solidarity encampment springs up at George Washington University despite crackdown and arrests across US .,25 Apr 2024,al-j,"washington , dc – chants of “ free palestine ” were interrupted by ululating and cheers as dozens of georgetown university students arrived at a protest at the neighbouring george washington university ( gw ) campus in the heart of the us capital city .","blocks from the white house , us students stand steadfast with gaza"
"Texas , one of the most conservative US states , has implemented laws limiting the ability to protest against Israel .",4 May 2024,al-j,"austin , texas – “ it didn’t feel real . ” that’s how alishba javaid , a student at the university of texas at austin , describes the moment when she saw roughly 30 state troopers walk onto the campus lawn .","in texas , pro-palestine university protesters clash with state leaders"
US Secretary of State Antony Blinken has begun a tour of the Middle East hoping to secure a ceasefire in Israel’s war on Gaza .,21 Mar 2024,al-j,"here’s how things stand on thursday , march 21 , 2024 :","is­rael’s war on gaza : list of key events , day 167"
At least three patients at al-Shifa Hospital have died amid a five-day blockade on the facility by Israel .,23 Mar 2024,al-j,"here’s how things stand on saturday , march 23 2024 :","is­rael’s war on gaza : list of key events , day 169"
"Israeli physicians risk becoming , or may already be , complicit in torture and ill-treatment of detained Palestinians .",18 Jun 2024,al-j,"“ i will not use my medical knowledge to violate human rights and civil liberties , even under threat . ” this is a line in the physician’s pledge adopted by the world medical association in 1948 , which guides the work of doctors around the globe .",action must be taken on alleged complicity of israeli doctors in torture
Sons and grandchildren of Hamas political leader killed in latest Israeli air attack in Gaza .,11 Apr 2024,al-j,three sons and four grandchildren of hamas political leader ismail haniyeh were assassinated in gaza on wednesday .,what has allowed israel operate an assassination policy for decades ?
"Activists in the US disrupted Vice President Kamala Harris’s interview on Jimmy Kimmel Live over her stance on Israel’s war on Gaza . The activists were forcibly removed by security guards , before a man who claimed to be a police officer said they were under arrest .",6 Jun 2024,al-j,,video shows kamala harris heckled over gaza during jimmy kimmel talk show
"Israeli Prime Minister Benjamin Netanyahu has dissolved his war cabinet , after being pressured to add members .",17 Jun 2024,al-j,"israel’s prime minister benjamin netanyahu has dissolved the country’s war cabinet , following the withdrawal of his principal rival , benny gantz .","israel’s netanyahu dissolved the war cabinet , does it matter ?"
War drums beat louder as Israel kills Hezbollah commander and Lebanese group launches massive missile attack .,13 Jun 2024,al-j,"beirut , lebanon – hezbollah fired more than 200 missiles and rockets across its southern border on wednesday in one of its heaviest attacks on northern israel since the 2006 war .",does ceasefire in gaza mean israeli escalation with lebanon’s hezbollah ?
"Four children have starved to death this week in Gaza , where a new UN report has revealed the extent of the forced hunger crisis imposed by Israel in its ongoing war .",25 Jun 2024,al-j,,extent of forced hunger crisis in gaza revealed in un report
"As siege on medical complex enters its third day , survivors recount harsh detentions , humiliation and abuse .",20 Mar 2024,al-j,"the israeli military says it has killed 90 people during its raid on gaza’s al-shifa hospital where a siege has entered a third day , as displaced palestinians sheltering in the facility described long detentions and abuse .",israeli military says 90 people killed in gaza’s al-shifa hospital raid
The case accuses Israel of violating its obligations under the Genocide Convention in its war on Gaza .,6 Jun 2024,al-j,"spain says it will join the case filed by south africa at the international court of justice ( icj ) , which accuses israel of violating its obligations under the genocide convention in its war on the gaza strip .",spain says to join south africa’s gaza genocide case against israel at icj
Temple Movement’s plan to sacrifice the cattle seen as a step towards its goal of building the Third Temple over Al-Aqsa Mosque .,9 Apr 2024,al-j,they have come from halfway across the world and are kept under tight security and raised according to the strictest rules .,what do texan red heifers have to do with al-aqsa and a jewish temple ?
Witnesses say hundreds of bodies were found inside al-Shifa Medical Complex and outside in the surrounding streets .,1 Apr 2024,al-j,"israel has withdrawn its forces from gaza’s al-shifa hospital following a two-week operation , leaving behind scenes of devastation .",‘ no life here ’ : israel’s army withdraws from gaza’s al-shifa hospital
"Students from Columbia and other US universities have protested against the Vietnam war , the Gulf war and racism in the past .",25 Apr 2024,al-j,"from coast to coast , university students in the united states are protesting against israel’s war on gaza , despite threats of suspension and arrest .",before israel’s war on gaza : other times us campuses became battlegrounds
Spanish PM Pedro Sanchez says declarations on Palestine will be made “ when the conditions are appropriate ” .,12 Apr 2024,al-j,"ireland and norway are both moving closer to recognising palestinian statehood , leaders of the two countries expressed separately after meetings with spain’s prime minister pedro sanchez , who also champions the move .","ireland , spain , norway moving closer to recognising a palestinian state"
International Committee of the Red Cross says ‘ heavy-calibre projectiles ’ landed metres from its office in the designated safe zone in the south .,22 Jun 2024,al-j,"the israeli military has launched attacks across the gaza strip after an assault on a tent camp in al-mawasi in the south killed at least 25 people , according to palestinian officials .",israel pounds north gaza after attack on southern al-mawasi ‘ safe zone ’
